MeterID,Timestamp,kWh,kW,kVA
SH087469,"2019-06-25 08:00:00 EST","1044.8","1044.8","1081.6"
SH087469,"2019-06-25 09:00:00 EST","1043.2","1043.2","1076.8"
SH087469,"2019-06-25 10:00:00 EST","1043.2","1043.2","1075.2"
SH087469,"2019-06-25 11:00:00 EST","1033.6","1033.6","1065.6"
SH087469,"2019-06-25 12:00:00 EST","1027.2","1027.2","1059.2"
SH087469,"2019-06-25 13:00:00 EST","1046.4","1046.4","1081.6"
SH087469,"2019-06-25 14:00:00 EST","1043.2","1043.2","1075.2"
SH087469,"2019-06-25 15:00:00 EST","1006.4","1006.4",1040
SH087469,"2019-06-25 16:00:00 EST","963.2","963.2","996.8"
SH087469,"2019-06-25 17:00:00 EST","907.2","907.2","937.6"
SH087469,"2019-06-25 18:00:00 EST","881.6","881.6","907.2"
SH087469,"2019-06-25 19:00:00 EST","881.6","881.6","908.8"
SH087469,"2019-06-25 20:00:00 EST","857.6","857.6","886.4"
SH087469,"2019-06-25 21:00:00 EST","803.2","803.2","835.2"
SH087469,"2019-06-25 22:00:00 EST","684.8","684.8","691.2"
SH087469,"2019-06-25 23:00:00 EST",560,560,"561.6"
SH087469,"2019-06-26 00:00:00 EST","324.8","324.8","323.2"
SH087469,"2019-06-26 01:00:00 EST","313.6","313.6","313.6"
SH087469,"2019-06-26 02:00:00 EST","315.2","315.2","316.8"
SH087469,"2019-06-26 03:00:00 EST","329.6","329.6","329.6"
SH087469,"2019-06-26 04:00:00 EST","334.4","334.4","334.4"
SH087469,"2019-06-26 05:00:00 EST",488,488,488
SH087469,"2019-06-26 06:00:00 EST","652.8","652.8","652.8"
SH087469,"2019-06-26 07:00:00 EST","977.6","977.6","1009.6"
SH087469,"2019-06-26 08:00:00 EST","1012.8","1012.8","1041.6"
SH087469,"2019-06-26 09:00:00 EST","1028.8","1028.8","1059.2"
SH087469,"2019-06-26 10:00:00 EST","1036.8","1036.8","1068.8"
SH087469,"2019-06-26 11:00:00 EST","1041.6","1041.6","1073.6"
SH087469,"2019-06-26 12:00:00 EST","1038.4","1038.4","1068.8"
SH087469,"2019-06-26 13:00:00 EST","1060.8","1060.8","1094.4"
SH087469,"2019-06-26 14:00:00 EST","1054.4","1054.4",1088
SH087469,"2019-06-26 15:00:00 EST","1012.8","1012.8","1046.4"
SH087469,"2019-06-26 16:00:00 EST","977.6","977.6","1009.6"
SH087469,"2019-06-26 17:00:00 EST","931.2","931.2","961.6"
SH087469,"2019-06-26 18:00:00 EST","900.8","900.8",928
SH087469,"2019-06-26 19:00:00 EST","881.6","881.6","910.4"
SH087469,"2019-06-26 20:00:00 EST",864,864,"894.4"
SH087469,"2019-06-26 21:00:00 EST","859.2","859.2","891.2"
SH087469,"2019-06-26 22:00:00 EST",704,704,712
SH087469,"2019-06-26 23:00:00 EST","571.2","571.2","571.2"
SH087469,"2019-06-27 00:00:00 EST","315.2","315.2","316.8"
SH087469,"2019-06-27 01:00:00 EST","308.8","308.8","308.8"
SH087469,"2019-06-27 02:00:00 EST","307.2","307.2","307.2"
SH087469,"2019-06-27 03:00:00 EST","323.2","323.2","323.2"
SH087469,"2019-06-27 04:00:00 EST",328,328,328
SH087469,"2019-06-27 05:00:00 EST","486.4","486.4","484.8"
SH087469,"2019-06-27 06:00:00 EST","868.8","868.8","889.6"
SH087469,"2019-06-27 07:00:00 EST","993.6","993.6","1025.6"
SH087469,"2019-06-27 08:00:00 EST","1027.2","1027.2","1059.2"
SH087469,"2019-06-27 09:00:00 EST","1028.8","1028.8","1062.4"
SH087469,"2019-06-27 10:00:00 EST","1035.2","1035.2","1067.2"
SH087469,"2019-06-27 11:00:00 EST","1052.8","1052.8","1084.8"
SH087469,"2019-06-27 12:00:00 EST","1035.2","1035.2","1068.8"
SH087469,"2019-06-27 13:00:00 EST",1064,1064,"1097.6"
SH087469,"2019-06-27 14:00:00 EST","1062.4","1062.4","1094.4"
SH087469,"2019-06-27 15:00:00 EST","1011.2","1011.2","1043.2"
SH087469,"2019-06-27 16:00:00 EST","958.4","958.4","988.8"
SH087469,"2019-06-27 17:00:00 EST",920,920,"947.2"
SH087469,"2019-06-27 18:00:00 EST","891.2","891.2","918.4"
SH087469,"2019-06-27 19:00:00 EST","873.6","873.6",896
SH087469,"2019-06-27 20:00:00 EST","865.6","865.6",888
SH087469,"2019-06-27 21:00:00 EST","859.2","859.2","886.4"
SH087469,"2019-06-27 22:00:00 EST","716.8","716.8","724.8"
SH087469,"2019-06-27 23:00:00 EST","598.4","598.4","596.8"
SH087469,"2019-06-28 00:00:00 EST","310.4","310.4",312
SH087469,"2019-06-28 01:00:00 EST","308.8","308.8","308.8"
SH087469,"2019-06-28 02:00:00 EST","308.8","308.8","308.8"
SH087469,"2019-06-28 03:00:00 EST","323.2","323.2","321.6"
SH087469,"2019-06-28 04:00:00 EST","324.8","324.8","326.4"
SH087469,"2019-06-28 05:00:00 EST",640,640,"652.8"
SH087469,"2019-06-28 06:00:00 EST",912,912,"934.4"
SH087469,"2019-06-28 07:00:00 EST","966.4","966.4","987.2"
SH087469,"2019-06-28 08:00:00 EST","988.8","988.8","1014.4"
SH087469,"2019-06-28 09:00:00 EST","995.2","995.2","1017.6"
SH087469,"2019-06-28 10:00:00 EST","993.6","993.6",1016
SH087469,"2019-06-28 11:00:00 EST","980.8","980.8","1003.2"
SH087469,"2019-06-28 12:00:00 EST","953.6","953.6","977.6"
SH087469,"2019-06-28 13:00:00 EST","963.2","963.2","987.2"
SH087469,"2019-06-28 14:00:00 EST","971.2","971.2","995.2"
SH087469,"2019-06-28 15:00:00 EST","939.2","939.2","961.6"
SH087469,"2019-06-28 16:00:00 EST","910.4","910.4","931.2"
SH087469,"2019-06-28 17:00:00 EST","876.8","876.8",896
SH087469,"2019-06-28 18:00:00 EST","862.4","862.4","883.2"
SH087469,"2019-06-28 19:00:00 EST","846.4","846.4","865.6"
SH087469,"2019-06-28 20:00:00 EST","838.4","838.4",856
SH087469,"2019-06-28 21:00:00 EST",832,832,"854.4"
SH087469,"2019-06-28 22:00:00 EST","684.8","684.8","689.6"
SH087469,"2019-06-28 23:00:00 EST","545.6","545.6","545.6"
SH087469,"2019-06-29 00:00:00 EST","310.4","310.4",312
SH087469,"2019-06-29 01:00:00 EST",304,304,304
SH087469,"2019-06-29 02:00:00 EST","302.4","302.4","302.4"
SH087469,"2019-06-29 03:00:00 EST","302.4","302.4","300.8"
SH087469,"2019-06-29 04:00:00 EST","299.2","299.2","300.8"
SH087469,"2019-06-29 05:00:00 EST","291.2","291.2","289.6"
SH087469,"2019-06-29 06:00:00 EST","275.2","275.2","275.2"
SH087469,"2019-06-29 07:00:00 EST","276.8","276.8","278.4"
SH087469,"2019-06-29 08:00:00 EST",272,272,272
SH087469,"2019-06-29 09:00:00 EST","267.2","267.2","267.2"
SH087469,"2019-06-29 10:00:00 EST",280,280,280
SH087469,"2019-06-29 11:00:00 EST",272,272,272
SH087469,"2019-06-29 12:00:00 EST","265.6","265.6","265.6"
SH087469,"2019-06-29 13:00:00 EST","265.6","265.6","265.6"
SH087469,"2019-06-29 14:00:00 EST","267.2","267.2","265.6"
SH087469,"2019-06-29 15:00:00 EST","265.6","265.6","265.6"
SH087469,"2019-06-29 16:00:00 EST","262.4","262.4","262.4"
SH087469,"2019-06-29 17:00:00 EST","260.8","260.8","262.4"
SH087469,"2019-06-29 18:00:00 EST",264,264,264
SH087469,"2019-06-29 19:00:00 EST",264,264,"262.4"
SH087469,"2019-06-29 20:00:00 EST",264,264,"265.6"
SH087469,"2019-06-29 21:00:00 EST",288,288,288
SH087469,"2019-06-29 22:00:00 EST","299.2","299.2","297.6"
SH087469,"2019-06-29 23:00:00 EST","300.8","300.8","302.4"
SH087469,"2019-06-30 00:00:00 EST","307.2","307.2","307.2"
SH087469,"2019-06-30 01:00:00 EST","305.6","305.6","305.6"
SH087469,"2019-06-30 02:00:00 EST","305.6","305.6","305.6"
SH087469,"2019-06-30 03:00:00 EST","307.2","307.2","307.2"
SH087469,"2019-06-30 04:00:00 EST",304,304,304
SH087469,"2019-06-30 05:00:00 EST","294.4","294.4","294.4"
SH087469,"2019-06-30 06:00:00 EST","278.4","278.4","278.4"
SH087469,"2019-06-30 07:00:00 EST","276.8","276.8","276.8"
SH087469,"2019-06-30 08:00:00 EST",272,272,"270.4"
SH087469,"2019-06-30 09:00:00 EST",280,280,"281.6"
SH087469,"2019-06-30 10:00:00 EST","267.2","267.2","265.6"
SH087469,"2019-06-30 11:00:00 EST",264,264,264
SH087469,"2019-06-30 12:00:00 EST","262.4","262.4","262.4"
SH087469,"2019-06-30 13:00:00 EST","262.4","262.4",264
SH087469,"2019-06-30 14:00:00 EST","262.4","262.4","262.4"
SH087469,"2019-06-30 15:00:00 EST",264,264,"262.4"
SH087469,"2019-06-30 16:00:00 EST","262.4","262.4","262.4"
SH087469,"2019-06-30 17:00:00 EST","260.8","260.8","262.4"
SH087469,"2019-06-30 18:00:00 EST","262.4","262.4","260.8"
SH087469,"2019-06-30 19:00:00 EST","260.8","260.8","260.8"
SH087469,"2019-06-30 20:00:00 EST",264,264,"265.6"
SH087469,"2019-06-30 21:00:00 EST",288,288,"286.4"
SH087469,"2019-06-30 22:00:00 EST","299.2","299.2","300.8"
SH087469,"2019-06-30 23:00:00 EST","297.6","297.6","297.6"
